,LANGUAGE,Match_ID
322,"^(.{2,80}) (will|shall) not (use|utilize) the (digital|digitized) images and (research|finding|search) (aids|materials|resources|tools) for any commercial purposes.?$",0000340
323,"^(.{2,80}) (will|shall) not( scan or)? provide access to images (of records )?less than 100 years old.?$",0000341
324,"^(.{2,80}) (will|shall) own all rights to the (digital|digitized) (records|images) created hereunder,? including full rights to reproduce,? display,? distribute,? transmit,? and create derivative (work\(?s?\)?|material\(?s?\)?) of the (digital|digitized) (records|images) and to do so in any and all media formats,? including internet hosting for public access.?$",0000342
325,"^(.{2,80}) (will|shall) own all rights to the (digital|digitized) (records|images) created hereunder,? including full rights to reproduce,? display,? distribute,? transmit,? and create derivative (work\(?s?\)?|material\(?s?\)?) of the (digital|digitized) (records|images),? and to do so in any and all media formats agreed upon by the parties in writing,? including internet hosting for public access.?$",0000343
326,"^(.{2,80}) (will|shall) own all rights to the (digital|digitized) (records|images) created hereunder,? including full rights to reproduce,? display,? distribute,? transmit,? and create derivative (work\(?s?\)?|material\(?s?\)?) of the (digital|digitized) (records|images),? and (to )?do so in any and all media formats now known or hereafter invented,? including internet hosting for public access.?$",0000344
327,"^(.{2,80}) (will|shall) own all rights to the (digital|digitized) records created under this agreement.?$",0000345
328,"^(.{2,80}) (will|shall) own all rights to the (indices?|index(es)?) created by either party under this agreement.?$",0000346
329,"^(.{2,80}) (will|shall) own all rights to the indices,? including full rights to reproduce,? display,? distribute,? transmit,? and create derivative (work\(?s?\)?|material\(?s?\)?) of the indices,? and to do so in any and all media formats now known,? including internet hosting for public access.?$",0000347
330,"^(.{2,80}) (will|shall) own all rights to the research materials.?$",0000348
331,"^(.{2,80}) (will|shall) own and have an unlimited license and right to (use|utilize),? and permit( the)? use of such research materials.?$",0000349
332,"^(.{2,80}) (will|shall) possess all rights to the (digital|digitized) images created pursuant to this agreement.?$",0000350
333,"^(.{2,80}) (will|shall) provide a direct link from the hosted (digital|digitized) materials? to nara's on-line archival research catalog \(""arc""\).?$",0000351
334,"^(.{2,80}) (will|shall) provide .*? attribution on (.{2,80}) record collections page.?$",0000352
335,"^(.{2,80}) (will|shall) retain its own copy of the (digital|digitized) images and,? to the extent permitted by law,? (will|shall) own and/or have an unlimited license and right to (use|utilize),? and permit( the)? use of the (digital|digitized) images.?$",0000353
336,"^(.{2,80}) (will|shall) watermark any images of the (digital|digitized) records (.{2,80}) chooses to place on the internet.?$",0000354
337,"^(.{2,80}) (will|shall)( also)? be able to (use|utilize)( the)? information of the registrations (microfilmed|filmed) to create such resources as (indices?|index(es)?) and (investigation|research|finding|search) (help|aids?|materials?|resources?|tools?).?$",0000356
338,"^(.{2,80}) (will|shall)( also)? have permission to (use|utilize) (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to produce (indices?|index(es)?) (and|or) other means to facilitate research.?$",0000357
339,"^(.{2,80}) (will|shall)( also)? have permission to (use|utilize)( the)? copies of (the|this|these|their|its|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) in whatever manner that might promote genealogical research and the study of this data.?$",0000358
340,"^(.{2,80}) (will|shall)( also)? have permission to distribute and( to)? (use|utilize)( the)? copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) in whatever manner (that )?might promote genealogical research and the diffusion of information.?$",0000359
341,"^(.{2,80}) (will|shall|may|can) (store|archive) the (digital|digitized) images and (may|can) (transform|migrate) them (to|into)( the)? audiovisual format and (media|means|mediums?) that best (meets?|fits?) the needs of (.{2,80}).?$",0000361
342,"^(.{2,80}) (will|shall|may|can) store the (digital|digitized) images and (may|can) (transform|migrate) (the|these|those) (digital|digitized) images (to|into) formats and (media|means|mediums?) that best (meets?|fits?) (.{2,80}) needs.?$",0000362
343,"^(.{2,80}) (will|shall|may|can) store the (digital|digitized) images and (may|can) (transform|migrate) the said images (to|into) the formats and (media|means|mediums?) that best (meets?|fits?) the needs of (.{2,80}).?$",0000363
344,"^(.{2,80}) (will|shall|may|can) store the (digital|digitized) images and (may|can) (transform|migrate) them (to|into) such formats and audiovisual (media|means|mediums?) (as|that) best (meets?|fits?) the needs of (.{2,80}).?$",0000364
345,"^(.{2,80}) (will|shall|may|can) store the (digital|digitized) images and (may|can) (transform|migrate) them (to|into) the audiovisual (media|means|mediums?) and formats best suited to the needs of the (.{2,80}).?$",0000365
346,"^(.{2,80}) (will|shall|may|can) store the (digital|digitized) images and (may|can) convert them into formats and audiovisual (media|means|mediums?) which (may|can) be better suited to their needs.?$",0000366
347,"^(.{2,80}) (will|shall|may|can) store the (digital|digitized) images and (may|can) convert them to the audiovisual formats and (media|means|mediums?) that best (meets?|fits?) (.{2,80}) needs.?$",0000367
348,"^(.{2,80}) (will|shall|may|can) store the (digital|digitized) images and (may|can) reproduce,? distribute,? exhibit,? and (use|utilize) them and (allow|permit) them to be used for non-commercial purposes,? in any current or future format,? (technology|technologies),? or audiovisual (media|means|mediums?)(,? as noted in clause two,? item i,? paragraph ""f"")?.?$",0000368
349,"^(.{2,80}) (will|shall|may|can) store the (digital|digitized) records and (may|can) (transform|migrate) (the|these|those) (digital|digitized) records (to|into) formats and storage (media|means|mediums?) for data processing as desired by (.{2,80}).?$",0000369
350,"^(.{2,80}) (will|shall|may|can) store the (digital|digitized) records and (may|can) (transform|migrate) (the|these|those)? ?(them|(digital|digitized) records)( it holds)? (to|into) formats and (media|means|mediums?) as desired by (.{2,80}).?$",0000370
351,"^(.{2,80}) (will|shall|may|can) store the (digital|digitized) records and (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?),? and (may|can) (transform|migrate) them (to|into) formats and (media|means|mediums?) as desired by (.{2,80}).?$",0000371
352,"^(.{2,80}) (will|shall|may|can) store the (microfilm|film) and the (digital|digitized) images and (may|can) (transform|migrate) the (microfilm|film) and (digital|digitized) images (to|into) formats and (media|means|mediums?) as desired by (.{2,80}).?$",0000372
353,"^(.{2,80}) (will|shall|may|can) store the dvds in its archives in a granite mountain near salt lake city,? utah,? united states of america.?$",0000373
354,"^(.{2,80}) (will|shall|may|can) store the record copies and (may|can) (transform|migrate) the record copies (to|into) formats and (media|means|mediums?) as desired by (.{2,80}).?$",0000374
355,"^(.{2,80}) (will|shall|may|can) store,? reproduce,? and exhibit the (digital|digitized) images,? and is allowed to (transform|migrate) them (to|into) any format,? (technology|technologies) and current audiovisual (media|means|mediums?) now available or that (may|can) become available in the future,? though the use of these images for any commercial purposes is prohibited.?$",0000375
356,"^(?!.*(in your contract))(.{2,80})? ?\*?(may|can) ?/ ?(may not|can ?not|\*\*unreadable\*\*)? (not )?loan copies of (the|this|these|their|its|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?|records?) to third parties for research or( for)? indexing projects.?$",0000377
357,"^(?!.*/)((.{2,80}) (may|can)|may) not loan copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to third parties for research (and|or)( for)? indexing projects.?$",0000377.0.1
358,"^(.{2,80}) (may|can) loan copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?|records) to third parties for research (and|or)( for)? indexing projects.?$",0000377.1.0
359,"^(.{2,80}) (may|can) ?/? ?(may not|can ?not|\*\*unreadable\*\*( ?not)?)? make available at cost or exchange copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to any( other)? (entit(y|ies)|organizations?|institutions?) or (persons?|individuals?|people?) without .*? written permission.?$",0000378
360,"^(.{2,80}) may make available at cost or exchange copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to any( other)? (entit(y|ies)|organizations?|institutions?) or (persons?|individuals?|people?) without .*? written permission.?$",0000378.1.0
361,"^(.{2,80}) (may|can) ?/? ?(may not|can ?not|\*\*unreadable\*\*( ?not)?)? sell copies of any resource that ((.{2,80})|it) may develop from the (digital|digitized|digitalized) records such as,? among others,? (indices?|index(es)?) (and|or)( other)? (research|finding|search) (aids?|materials?|resources?|tools?) created by (.{2,80}).?$",0000379
362,"^(.{2,80}) (may|can) ?/ ?(may|can) ?not loan copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to third parties for research or( for)? indexing projects without obtaining your permission.?$",0000381
363,"^(.{2,80}) (may|can) ?not sell or exchange copies of (the|this|these|their|it''?s) (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) to any( other)? (entit(y|ies)|organizations?|institutions?) or (persons?|individuals?|people?) without .*? written approval.?$",0000382
364,"^(.{2,80}) (may|can) exchange or sell copies of( the)? selected (microfilms?|films?|microfiches?|fiches?|microforms?|microfilms?/microfiches?|microfilms?/fiches?) with any( other)? (entit(y|ies)|organizations?|institutions?) or (persons?|individuals?|people?) without .*? written permission.?$",0000383
